Date,Ticker,AssetClass,Adjusted_close,Close,Country,High,Low,Open,Volume,amihud_illiquidity,de_slope_proxy,global_yc_level,high_low_spread_22d,is_tradable,jp_slope_proxy,log_return_1d,log_return_1d_raw,log_return_20d,log_return_20d_raw,log_return_5d,log_return_5d_raw,mom_12m,mom_3m,mom_6m,price_to_52w_high,rolling_median_dollar_vol,rolling_median_price,rolling_zero_vol_frac,spread_us_de_slope,spread_us_jp_slope,spread_us_uk_slope,target_fwd,uk_slope_proxy,vol_10d,vol_22d,vol_60d,volume_ratio,yc_level,yc_slope,yc_slope_zscore
2001-04-02,CRUDE_OIL_commodity,commodity,,25.59,,26.47,25.55,26.35,55182.0,,,,,,,-0.03116234,,,,,,,,,,,,,,,,,,,0.02258127,,,,,
2001-04-03,CRUDE_OIL_commodity,commodity,,26.19,,26.28,25.49,25.7,74089.0,,,,,,,0.023176022,,,,,,,,,,,,,,,,,,,0.023198139,,,,,
2001-04-04,CRUDE_OIL_commodity,commodity,,27.12,,27.24,26.13,26.65,77935.0,,,,,,,0.034893814,,,,,,,,,,,,,,,,,,,0.02373942,,,,,
2001-04-05,CRUDE_OIL_commodity,commodity,,27.26,,27.78,26.65,27.1,80086.0,,,,,,,0.0051489407,,,,,,,,,,,,,,,,,,,0.023719281,,,,,
2001-04-06,CRUDE_OIL_commodity,commodity,,27.06,,27.28,26.81,26.9,46546.0,,,,,,,-0.0073638316,,,,,,,,,,,,,,,,,,,0.023104088,,,,,
2001-04-09,CRUDE_OIL_commodity,commodity,,27.34,,27.67,27.01,27.13,59981.0,,,,,,,0.010294233,,,,,,,,,,,,,,,,,,,0.023082895,,,,,
2001-04-10,CRUDE_OIL_commodity,commodity,,28.48,,28.63,27.31,27.0,87333.0,,,,,,,0.040851235,,,,,,,,,,,,,,,,,,,0.024208985,,,,,
2001-04-11,CRUDE_OIL_commodity,commodity,,28.18,,28.45,27.94,28.25,60599.0,,,,,,,-0.010589553,,,,,,,,,,,,,,,,,,,0.02429286,,,,,
2001-04-12,CRUDE_OIL_commodity,commodity,,28.25,,28.84,28.19,28.55,61083.0,,,,,,,0.0024809402,,,,,,,,,,,,,,,,,,,0.023874627,,,,,
2001-04-16,CRUDE_OIL_commodity,commodity,,28.79,,29.04,28.05,28.3,54348.0,,,,,,,0.018934678,,,,,,,,,,,,,,,,,,,0.022532713,,,,,
2001-04-17,CRUDE_OIL_commodity,commodity,,28.24,,29.0,28.15,28.6,58990.0,,,,,,,-0.019288732,,,,,,,,,,,,,,,,,,,0.023043953,,,,,
2001-04-18,CRUDE_OIL_commodity,commodity,,27.95,,28.29,27.04,27.75,73590.0,,,,,,,-0.010322178,,,,,,,,,,,,,,,,,,,0.02320922,,,,,
2001-04-19,CRUDE_OIL_commodity,commodity,,27.83,,27.96,27.45,27.85,49915.0,,,,,,,-0.004302654,,,,,,,,,,,,,,,,,,,0.022750273,,,,,
2001-04-20,CRUDE_OIL_commodity,commodity,,27.28,,28.0,26.8,27.78,74418.0,,,,,,,-0.019960715,,,,,,,,,,,,,,,,,,,0.023093173,,,,,
2001-04-23,CRUDE_OIL_commodity,commodity,,27.61,,27.93,27.4,27.85,59963.0,,,,,,,0.01202419,,,,,,,,,,,,,,,,,,,0.02210271,,,,,
2001-04-24,CRUDE_OIL_commodity,commodity,,26.86,,27.98,26.8,27.95,76352.0,,,,,,,-0.027539834,,,,,,,,,,,,,,,,,,,0.022824576,,,,,
2001-04-25,CRUDE_OIL_commodity,commodity,,27.29,,27.38,26.75,26.87,65944.0,,,,,,,0.015882155,,,,,,,,,,,,,,,,,,,0.022210598,,,,,
2001-04-26,CRUDE_OIL_commodity,commodity,,28.44,,28.65,27.29,27.75,77569.0,,,,,,,0.041276254,,,,,,,,,,,,,,,,,,,0.023877881,,,,,
2001-04-27,CRUDE_OIL_commodity,commodity,,28.27,,28.64,28.15,28.44,57334.0,,,,,,,-0.0059954356,,,,,,,,,,,,,,,,,,,0.023843762,,,,,
2001-04-30,CRUDE_OIL_commodity,commodity,,28.46,,28.99,28.13,28.6,40223.0,,,,,,,0.006698373,,,,,,,,,,,,,,,,,,,0.020253804,,,,,
2001-05-01,CRUDE_OIL_commodity,commodity,,28.94,,28.98,28.36,28.5,57564.0,,,,,,,0.016725179,,,,,,,,,,,,,,,,,,,0.020444196,,,,,
2001-05-02,CRUDE_OIL_commodity,commodity,,27.8,,28.33,27.76,28.25,69856.0,,,,,,,-0.040188745,,,,,,,,,,,,,,,,,,,0.022537803,,,,,
2001-05-03,CRUDE_OIL_commodity,commodity,,28.45,,28.55,27.37,27.45,68101.0,,,,,,,0.023112195,,,,,,,,,,,,,,,,,,,0.021647872,,,,,
2001-05-04,CRUDE_OIL_commodity,commodity,,28.36,,28.73,28.15,28.45,49654.0,,,,,,,-0.0031684642,,,,,,,,,,,,,,,,,,,0.021309888,,,,,
2001-05-07,CRUDE_OIL_commodity,commodity,,27.77,,28.58,27.72,28.45,56162.0,,,,,,,-0.021023406,,,,,,,,,,,,,,,,,,,0.02072871,,,,,
2001-05-08,CRUDE_OIL_commodity,commodity,,27.39,,28.0,27.35,27.8,57551.0,,,,,,,-0.013778357,,,,,,,,,,,,,,,,,,,0.020943312,,,,,
2001-05-09,CRUDE_OIL_commodity,commodity,,28.23,,28.25,27.05,27.25,81008.0,,,,,,,0.030207265,,,,,,,,,,,,,,,,,,,0.021809684,,,,,
2001-05-10,CRUDE_OIL_commodity,commodity,,28.52,,28.85,28.15,28.15,66192.0,,,,,,,0.010220385,,,,,,,,,,,,,,,,,,,0.02180834,,,,,
2001-05-11,CRUDE_OIL_commodity,commodity,,28.55,,28.75,28.28,28.36,51638.0,,,,,,,0.0010512978,,,,,,,,,,,,,,,,,,,0.020001004,,,,,
2001-05-14,CRUDE_OIL_commodity,commodity,,28.71,,28.81,28.08,28.7,55538.0,,,,,,,0.005588553,,,,,,,,,,,,,,,,,,,0.0198859,,,,,
2001-05-15,CRUDE_OIL_commodity,commodity,,28.98,,29.07,28.61,28.7,50905.0,,,,,,,0.009360459,,,,,,,,,,,,,,,,,,,0.019966744,,,,,
2001-05-16,CRUDE_OIL_commodity,commodity,,28.86,,29.25,28.45,29.18,62822.0,,,,,,,-0.0041493466,,,,,,,,,,,,,,,,,,,0.019591179,,,,,
2001-05-17,CRUDE_OIL_commodity,commodity,,28.91,,29.02,28.62,28.75,45148.0,,,,,,,0.0017309763,,,,,,,,,,,,,,,,,,,0.019106615,,,,,
2001-05-18,CRUDE_OIL_commodity,commodity,,29.91,,29.99,28.92,29.15,44887.0,,,,,,,0.034005318,,,,,,,,,,,,,,,,,,,0.020156916,,,,,
2001-05-21,CRUDE_OIL_commodity,commodity,,29.98,,30.2,29.61,30.15,41589.0,,,,,,,0.0023376099,,,,,,,,,,,,,,,,,,,0.0200907,,,,,
2001-05-22,CRUDE_OIL_commodity,commodity,,29.74,,30.05,29.58,30.05,65740.0,,,,,,,-0.008037544,,,,,,,,,,,,,,,,,,,0.019585477,,,,,
2001-05-23,CRUDE_OIL_commodity,commodity,,29.58,,30.05,29.55,29.7,4175.0,,,,,,,-0.005394479,,,,,,,,,,,,,,,,,,,0.019594528,,,,,
2001-05-24,CRUDE_OIL_commodity,commodity,,28.41,,29.67,28.2,29.6,4380.0,,,,,,,-0.040357266,,,,,,,,,,,,,,,,,,,0.020708824,,,,,
2001-05-25,CRUDE_OIL_commodity,commodity,,28.38,,28.58,28.1,28.41,50983.0,,,,,,,-0.0010565483,,,,,,,,,,,,,,,,,,,0.020503411,,,,,
2001-05-29,CRUDE_OIL_commodity,commodity,,28.66,,29.05,28.35,28.7,58861.0,,,,,,,0.009817775,,,,,,,,,,,,,,,,,,,0.018629044,,,,,
2001-05-30,CRUDE_OIL_commodity,commodity,,28.55,,28.95,28.43,28.75,65023.0,,,,,,,-0.0038455077,,,,,,,,,,,,,,,,,,,0.018599786,,,,,
2001-05-31,CRUDE_OIL_commodity,commodity,,28.37,,28.72,27.55,28.05,101694.0,,,,,,,-0.006324631,,,,,,,,,,,,,,,,,,,0.018598624,,,,,
2001-06-01,CRUDE_OIL_commodity,commodity,,27.93,,28.6,27.58,28.25,75150.0,,,,,,,-0.015630888,,,,,,,,,,,,,,,,,,,0.018480074,,,,,
2001-06-04,CRUDE_OIL_commodity,commodity,,28.13,,28.74,28.04,28.55,74230.0,,,,,,,0.0071352017,,,,,,,,,,,,,,,,,,,0.016415121,,,,,
2001-06-05,CRUDE_OIL_commodity,commodity,,28.24,,28.33,27.8,28.2,60554.0,,,,,,,0.0039028118,,,,,,,,,,,,,,,,,,,0.015650153,,,,,
2001-06-06,CRUDE_OIL_commodity,commodity,,27.72,,28.37,27.25,27.6,100545.0,,,,,,,-0.018585255,,,,,,,,,,,,,,,,,,,0.016121058,,,,,
2001-06-07,CRUDE_OIL_commodity,commodity,,27.75,,28.1,27.41,27.52,59703.0,,,,,,,0.0010816907,,,,,,,,,,,,,,,,,,,0.0154927075,,,,,
2001-06-08,CRUDE_OIL_commodity,commodity,,28.4,,28.39,27.8,28.03,47763.0,,,,,,,0.023153292,,,,,,,,,,,,,,,,,,,0.01592715,,,,,
2001-06-11,CRUDE_OIL_commodity,commodity,,29.04,,29.34,28.4,28.75,85621.0,,,,,,,0.022285089,,,,,,,,,,,,,,,,,,,0.01532898,,,,,
2001-06-12,CRUDE_OIL_commodity,commodity,,29.18,,29.38,28.75,28.88,62998.0,,,,,,,0.004809332,,,,,,,,,,,,,,,,,,,0.015221833,,,,,
2001-06-13,CRUDE_OIL_commodity,commodity,,28.84,,29.63,28.81,29.5,78197.0,,,,,,,-0.011720235,,,,,,,,,,,,,,,,,,,0.015463005,,,,,
2001-06-14,CRUDE_OIL_commodity,commodity,,29.04,,29.28,28.6,28.84,62964.0,,,,,,,0.006910904,,,,,,,,,,,,,,,,,,,0.015486444,,,,,
2001-06-15,CRUDE_OIL_commodity,commodity,,28.51,,29.11,28.44,29.05,58361.0,,,,,,,-0.01841931,,,,,,,,,,,,,,,,,,,0.015859302,,,,,
2001-06-18,CRUDE_OIL_commodity,commodity,,27.55,,28.54,27.42,28.3,50059.0,,,,,,,-0.0342524,,,,,,,,,,,,,,,,,,,0.01739176,,,,,
2001-06-19,CRUDE_OIL_commodity,commodity,,27.48,,27.82,27.3,27.6,57940.0,,,,,,,-0.0025440573,,,,,,,,,,,,,,,,,,,0.017370652,,,,,
2001-06-20,CRUDE_OIL_commodity,commodity,,26.5,,27.6,26.0,27.45,123727.0,,,,,,,-0.036313716,,,,,,,,,,,,,,,,,,,0.016832225,,,,,
2001-06-21,CRUDE_OIL_commodity,commodity,,26.56,,26.77,25.85,26.55,102254.0,,,,,,,0.0022615716,,,,,,,,,,,,,,,,,,,0.016830547,,,,,
2001-06-22,CRUDE_OIL_commodity,commodity,,26.83,,27.1,26.42,26.9,73342.0,,,,,,,0.010114357,,,,,,,,,,,,,,,,,,,0.017142555,,,,,
2001-06-25,CRUDE_OIL_commodity,commodity,,27.25,,27.32,26.78,26.95,57677.0,,,,,,,0.01553286,,,,,,,,,,,,,,,,,,,0.01767346,,,,,
2001-06-26,CRUDE_OIL_commodity,commodity,,26.98,,27.49,26.82,27.15,63048.0,,,,,,,-0.009957687,,,,,,,,,,,,,,,,,,,0.015757924,,,,,
2001-06-27,CRUDE_OIL_commodity,commodity,,25.61,,26.97,25.2,26.35,109855.0,,,,,,,-0.05211291,,,,,,,,,,,,,,,,,,,0.018987458,,,,,
2001-06-28,CRUDE_OIL_commodity,commodity,,25.56,,25.75,25.1,25.35,89642.0,,,,,,,-0.0019543155,,,,,,,,,,,,,,,,,,,0.018723827,,,,,
2001-06-29,CRUDE_OIL_commodity,commodity,,26.25,,26.4,25.64,25.67,86303.0,,,,,,,0.026637381,,,,,,,,,,,,,,,,,,,0.019918846,,,,,
2001-07-02,CRUDE_OIL_commodity,commodity,,25.95,,26.7,25.38,26.45,8479.0,,,,,,,-0.01149435,,,,,,,,,,,,,,,,,,,0.019980228,,,,,
2001-07-03,CRUDE_OIL_commodity,commodity,,26.24,,26.3,25.65,25.8,53665.0,,,,,,,0.011113317,,,,,,,,,,,,,,,,,,,0.020055689,,,,,
2001-07-05,CRUDE_OIL_commodity,commodity,,27.02,,27.05,26.34,26.55,70236.0,,,,,,,0.029292393,,,,,,,,,,,,,,,,,,,0.021109,,,,,
2001-07-06,CRUDE_OIL_commodity,commodity,,28.21,,28.29,27.0,27.37,97108.0,,,,,,,0.043099143,,,,,,,,,,,,,,,,,,,0.023169471,,,,,
2001-07-09,CRUDE_OIL_commodity,commodity,,27.59,,28.26,27.5,27.85,91890.0,,,,,,,-0.022223098,,,,,,,,,,,,,,,,,,,0.023320556,,,,,
2001-07-10,CRUDE_OIL_commodity,commodity,,27.49,,27.69,27.2,27.55,67953.0,,,,,,,-0.0036310998,,,,,,,,,,,,,,,,,,,0.023329733,,,,,
2001-07-11,CRUDE_OIL_commodity,commodity,,27.11,,27.59,26.92,27.2,78818.0,,,,,,,-0.013919608,,,,,,,,,,,,,,,,,,,0.0228799,,,,,
2001-07-12,CRUDE_OIL_commodity,commodity,,26.8,,27.1,25.94,26.5,80397.0,,,,,,,-0.011500827,,,,,,,,,,,,,,,,,,,0.022290574,,,,,
2001-07-13,CRUDE_OIL_commodity,commodity,,26.59,,26.98,26.22,26.7,70344.0,,,,,,,-0.007866648,,,,,,,,,,,,,,,,,,,0.022225266,,,,,
2001-07-16,CRUDE_OIL_commodity,commodity,,26.06,,26.58,25.72,26.3,73134.0,,,,,,,-0.02013366,,,,,,,,,,,,,,,,,,,0.022431804,,,,,
2001-07-17,CRUDE_OIL_commodity,commodity,,25.57,,26.32,25.53,26.21,78904.0,,,,,,,-0.018981773,,,,,,,,,,,,,,,,,,,0.022477906,,,,,
2001-07-18,CRUDE_OIL_commodity,commodity,,24.89,,25.6,24.7,25.0,57541.0,,,,,,,-0.026953686,,,,,,,,,,,,,,,,,,,0.022777988,,,,,
2001-07-19,CRUDE_OIL_commodity,commodity,,24.7,,25.8,24.54,25.4,58286.0,,,,,,,-0.0076628174,,,,,,,,,,,,,,,,,,,0.021905815,,,,,
2001-07-20,CRUDE_OIL_commodity,commodity,,25.59,,25.95,24.7,25.2,95323.0,,,,,,,0.035398383,,,,,,,,,,,,,,,,,,,0.023538174,,,,,
2001-07-23,CRUDE_OIL_commodity,commodity,,26.12,,26.6,25.87,26.3,53982.0,,,,,,,0.02049968,,,,,,,,,,,,,,,,,,,0.022842966,,,,,
2001-07-24,CRUDE_OIL_commodity,commodity,,26.31,,26.44,26.01,26.18,55610.0,,,,,,,0.007247738,,,,,,,,,,,,,,,,,,,0.022897966,,,,,
2001-07-25,CRUDE_OIL_commodity,commodity,,26.84,,26.97,26.19,26.53,77274.0,,,,,,,0.019944243,,,,,,,,,,,,,,,,,,,0.023207333,,,,,
2001-07-26,CRUDE_OIL_commodity,commodity,,26.73,,27.04,26.65,26.7,59381.0,,,,,,,-0.0041068047,,,,,,,,,,,,,,,,,,,0.022958467,,,,,
2001-07-27,CRUDE_OIL_commodity,commodity,,27.02,,27.15,26.25,26.45,78320.0,,,,,,,0.010790836,,,,,,,,,,,,,,,,,,,0.022993762,,,,,
2001-07-30,CRUDE_OIL_commodity,commodity,,26.63,,26.98,26.55,26.95,41537.0,,,,,,,-0.014538981,,,,,,,,,,,,,,,,,,,0.020153422,,,,,
2001-07-31,CRUDE_OIL_commodity,commodity,,26.35,,26.85,26.31,26.5,52462.0,,,,,,,-0.010570079,,,,,,,,,,,,,,,,,,,0.020312432,,,,,
2001-08-01,CRUDE_OIL_commodity,commodity,,26.77,,26.85,26.33,26.65,72772.0,,,,,,,0.015813585,,,,,,,,,,,,,,,,,,,0.01979615,,,,,
2001-08-02,CRUDE_OIL_commodity,commodity,,27.71,,27.9,27.35,27.5,82555.0,,,,,,,0.03451145,,,,,,,,,,,,,,,,,,,0.020828452,,,,,
2001-08-03,CRUDE_OIL_commodity,commodity,,27.62,,27.8,27.4,27.55,53006.0,,,,,,,-0.0032531475,,,,,,,,,,,,,,,,,,,0.020786572,,,,,
2001-08-06,CRUDE_OIL_commodity,commodity,,27.74,,27.79,27.38,27.6,37371.0,,,,,,,0.0043352284,,,,,,,,,,,,,,,,,,,0.019907452,,,,,
2001-08-07,CRUDE_OIL_commodity,commodity,,27.94,,28.4,27.9,28.4,68661.0,,,,,,,0.007183966,,,,,,,,,,,,,,,,,,,0.01765239,,,,,
2001-08-08,CRUDE_OIL_commodity,commodity,,27.54,,28.24,27.5,28.15,65167.0,,,,,,,-0.014419846,,,,,,,,,,,,,,,,,,,0.017268008,,,,,
2001-08-09,CRUDE_OIL_commodity,commodity,,27.64,,27.72,27.38,27.45,50368.0,,,,,,,0.0036244502,,,,,,,,,,,,,,,,,,,0.01726629,,,,,
2001-08-10,CRUDE_OIL_commodity,commodity,,28.05,,28.42,27.72,27.78,70358.0,,,,,,,0.014724628,,,,,,,,,,,,,,,,,,,0.017227076,,,,,
2001-08-13,CRUDE_OIL_commodity,commodity,,27.82,,28.25,27.7,28.17,52473.0,,,,,,,-0.008233429,,,,,,,,,,,,,,,,,,,0.01712298,,,,,
2001-08-14,CRUDE_OIL_commodity,commodity,,28.01,,28.05,27.7,27.82,48980.0,,,,,,,0.006806422,,,,,,,,,,,,,,,,,,,0.017018136,,,,,
2001-08-15,CRUDE_OIL_commodity,commodity,,27.56,,28.25,27.42,28.2,79697.0,,,,,,,-0.01619617,,,,,,,,,,,,,,,,,,,0.016789423,,,,,
2001-08-16,CRUDE_OIL_commodity,commodity,,27.45,,27.6,27.15,27.57,70918.0,,,,,,,-0.003999231,,,,,,,,,,,,,,,,,,,0.016167039,,,,,
2001-08-17,CRUDE_OIL_commodity,commodity,,26.63,,27.4,26.55,27.33,61936.0,,,,,,,-0.030327827,,,,,,,,,,,,,,,,,,,0.016479941,,,,,
2001-08-20,CRUDE_OIL_commodity,commodity,,27.18,,27.25,26.35,26.65,53562.0,,,,,,,0.020443052,,,,,,,,,,,,,,,,,,,0.016696163,,,,,
2001-08-21,CRUDE_OIL_commodity,commodity,,27.85,,28.1,27.1,27.1,99270.0,,,,,,,0.02435156,,,,,,,,,,,,,,,,,,,0.01586324,,,,,
2001-08-22,CRUDE_OIL_commodity,commodity,,26.37,,27.25,26.35,27.12,93777.0,,,,,,,-0.05460595,,,,,,,,,,,,,,,,,,,0.019721277,,,,,
2001-08-23,CRUDE_OIL_commodity,commodity,,26.63,,26.72,26.28,26.55,59594.0,,,,,,,0.009811336,,,,,,,,,,,,,,,,,,,0.019770972,,,,,
2001-08-24,CRUDE_OIL_commodity,commodity,,26.9,,27.15,26.63,26.7,79958.0,,,,,,,0.0100879045,,,,,,,,,,,,,,,,,,,0.019419096,,,,,
2001-08-27,CRUDE_OIL_commodity,commodity,,26.67,,27.07,26.44,27.05,58962.0,,,,,,,-0.008586931,,,,,,,,,,,,,,,,,,,0.019488696,,,,,
2001-08-28,CRUDE_OIL_commodity,commodity,,27.17,,27.38,26.51,26.65,71885.0,,,,,,,0.018574085,,,,,,,,,,,,,,,,,,,0.019764548,,,,,
2001-08-29,CRUDE_OIL_commodity,commodity,,27.05,,27.6,26.77,27.35,81961.0,,,,,,,-0.004426449,,,,,,,,,,,,,,,,,,,0.01952027,,,,,
2001-08-30,CRUDE_OIL_commodity,commodity,,26.55,,27.02,26.52,26.85,3185.0,,,,,,,-0.018657258,,,,,,,,,,,,,,,,,,,0.019816728,,,,,
2001-08-31,CRUDE_OIL_commodity,commodity,,27.2,,27.25,26.62,26.7,47548.0,,,,,,,0.024187282,,,,,,,,,,,,,,,,,,,0.020204632,,,,,
2001-09-04,CRUDE_OIL_commodity,commodity,,26.93,,27.14,26.76,27.05,55640.0,,,,,,,-0.009976083,,,,,,,,,,,,,,,,,,,0.018842375,,,,,
2001-09-05,CRUDE_OIL_commodity,commodity,,26.95,,27.23,26.76,26.83,60595.0,,,,,,,0.0007424075,,,,,,,,,,,,,,,,,,,0.018841887,,,,,
2001-09-06,CRUDE_OIL_commodity,commodity,,27.58,,27.65,27.05,27.15,87936.0,,,,,,,0.023107544,,,,,,,,,,,,,,,,,,,0.019513616,,,,,
2001-09-07,CRUDE_OIL_commodity,commodity,,28.03,,28.15,27.43,27.6,98291.0,,,,,,,0.01618452,,,,,,,,,,,,,,,,,,,0.01976985,,,,,
2001-09-10,CRUDE_OIL_commodity,commodity,,27.63,,28.0,27.57,27.75,0.0,,,,,,,-0.014373281,,,,,,,,,,,,,,,,,,,0.019768218,,,,,
2001-09-14,CRUDE_OIL_commodity,commodity,,29.53,,29.98,29.45,29.98,0.0,,,,,,,0.06650461,,,,,,,,,,,,,,,,,,,0.024317134,,,,,
2001-09-17,CRUDE_OIL_commodity,commodity,,28.81,,29.25,28.3,27.0,101804.0,,,,,,,-0.024684189,,,,,,,,,,,,,,,,,,,0.024858313,,,,,
2001-09-18,CRUDE_OIL_commodity,commodity,,27.7,,28.8,27.6,28.0,69950.0,,,,,,,-0.03929009,,,,,,,,,,,,,,,,,,,0.0262626,,,,,
2001-09-19,CRUDE_OIL_commodity,commodity,,26.72,,27.5,25.8,27.32,6135.0,,,,,,,-0.03602012,,,,,,,,,,,,,,,,,,,0.027286079,,,,,
2001-09-20,CRUDE_OIL_commodity,commodity,,26.59,,27.0,25.9,26.7,27931.0,,,,,,,-0.004877112,,,,,,,,,,,,,,,,,,,0.027114654,,,,,
2001-09-21,CRUDE_OIL_commodity,commodity,,25.97,,26.8,25.9,26.45,97581.0,,,,,,,-0.023593212,,,,,,,,,,,,,,,,,,,0.027515074,,,,,
2001-09-24,CRUDE_OIL_commodity,commodity,,22.01,,24.0,21.8,23.9,108959.0,,,,,,,-0.16544509,,,,,,,,,,,,,,,,,,,0.04409963,,,,,
2001-09-25,CRUDE_OIL_commodity,commodity,,21.81,,23.15,21.25,22.95,90612.0,,,,,,,-0.00912835,,,,,,,,,,,,,,,,,,,0.043618336,,,,,
2001-09-26,CRUDE_OIL_commodity,commodity,,22.38,,22.5,20.3,21.4,3731.0,,,,,,,0.02579911,,,,,,,,,,,,,,,,,,,0.04367369,,,,,
2001-09-27,CRUDE_OIL_commodity,commodity,,22.74,,22.94,21.95,22.3,56833.0,,,,,,,0.015957814,,,,,,,,,,,,,,,,,,,0.04281991,,,,,
2001-09-28,CRUDE_OIL_commodity,commodity,,23.43,,23.49,23.0,23.15,60080.0,,,,,,,0.029891787,,,,,,,,,,,,,,,,,,,0.043399435,,,,,
2001-10-01,CRUDE_OIL_commodity,commodity,,23.28,,23.4,22.4,22.8,50970.0,,,,,,,-0.0064226133,,,,,,,,,,,,,,,,,,,0.043253772,,,,,
2001-10-02,CRUDE_OIL_commodity,commodity,,22.79,,23.34,22.75,23.0,42332.0,,,,,,,-0.02127277,,,,,,,,,,,,,,,,,,,0.04336636,,,,,
2001-10-03,CRUDE_OIL_commodity,commodity,,22.08,,22.4,21.72,22.1,60413.0,,,,,,,-0.031649664,,,,,,,,,,,,,,,,,,,0.043269746,,,,,
2001-10-04,CRUDE_OIL_commodity,commodity,,22.63,,22.9,22.08,22.65,56132.0,,,,,,,0.024604205,,,,,,,,,,,,,,,,,,,0.043868106,,,,,
2001-10-05,CRUDE_OIL_commodity,commodity,,22.39,,23.1,22.3,23.05,57970.0,,,,,,,-0.010662019,,,,,,,,,,,,,,,,,,,0.04380964,,,,,
2001-10-08,CRUDE_OIL_commodity,commodity,,22.45,,22.7,21.95,22.3,51267.0,,,,,,,0.0026762448,,,,,,,,,,,,,,,,,,,0.043300077,,,,,
2001-10-09,CRUDE_OIL_commodity,commodity,,22.48,,22.62,22.26,22.5,46246.0,,,,,,,0.0013353565,,,,,,,,,,,,,,,,,,,0.043351628,,,,,
2001-10-10,CRUDE_OIL_commodity,commodity,,22.53,,22.92,22.43,22.75,49156.0,,,,,,,0.0022217804,,,,,,,,,,,,,,,,,,,0.04336732,,,,,
2001-10-11,CRUDE_OIL_commodity,commodity,,23.34,,23.4,22.25,22.75,63486.0,,,,,,,0.03532085,,,,,,,,,,,,,,,,,,,0.043861758,,,,,
2001-10-12,CRUDE_OIL_commodity,commodity,,22.5,,23.98,22.06,23.65,93048.0,,,,,,,-0.036653325,,,,,,,,,,,,,,,,,,,0.04394464,,,,,
2001-10-15,CRUDE_OIL_commodity,commodity,,22.29,,22.69,22.12,22.6,51155.0,,,,,,,-0.009377121,,,,,,,,,,,,,,,,,,,0.04393381,,,,,
2001-10-16,CRUDE_OIL_commodity,commodity,,22.0,,22.6,21.95,22.15,46494.0,,,,,,,-0.013095736,,,,,,,,,,,,,,,,,,,0.04049708,,,,,
2001-10-17,CRUDE_OIL_commodity,commodity,,21.81,,22.3,21.55,22.18,56738.0,,,,,,,-0.008673898,,,,,,,,,,,,,,,,,,,0.040428065,,,,,
2001-10-18,CRUDE_OIL_commodity,commodity,,21.31,,21.87,21.05,21.4,51313.0,,,,,,,-0.023192134,,,,,,,,,,,,,,,,,,,0.04006705,,,,,
2001-10-19,CRUDE_OIL_commodity,commodity,,21.83,,22.25,21.18,21.55,64820.0,,,,,,,0.024108745,,,,,,,,,,,,,,,,,,,0.040394332,,,,,
2001-10-22,CRUDE_OIL_commodity,commodity,,21.76,,22.1,21.52,21.8,64751.0,,,,,,,-0.0032117346,,,,,,,,,,,,,,,,,,,0.040404353,,,,,
2001-10-23,CRUDE_OIL_commodity,commodity,,21.85,,22.55,21.82,22.4,64155.0,,,,,,,0.0041275066,,,,,,,,,,,,,,,,,,,0.040363465,,,,,
2001-10-24,CRUDE_OIL_commodity,commodity,,22.33,,22.45,21.41,21.7,83793.0,,,,,,,0.021730123,,,,,,,,,,,,,,,,,,,0.020307612,,,,,
2001-10-25,CRUDE_OIL_commodity,commodity,,22.01,,22.6,21.99,22.29,59013.0,,,,,,,-0.014434157,,,,,,,,,,,,,,,,,,,0.020460278,,,,,
2001-10-26,CRUDE_OIL_commodity,commodity,,22.05,,22.25,21.85,22.0,53171.0,,,,,,,0.0018156613,,,,,,,,,,,,,,,,,,,0.019666918,,,,,
2001-10-29,CRUDE_OIL_commodity,commodity,,22.15,,22.55,21.93,22.5,60312.0,,,,,,,0.0045249118,,,,,,,,,,,,,,,,,,,0.019355057,,,,,
2001-10-30,CRUDE_OIL_commodity,commodity,,21.87,,22.2,21.85,22.18,56500.0,,,,,,,-0.0127216065,,,,,,,,,,,,,,,,,,,0.018193306,,,,,
2001-10-31,CRUDE_OIL_commodity,commodity,,21.18,,21.87,20.8,21.6,96594.0,,,,,,,-0.03205852,,,,,,,,,,,,,,,,,,,0.01920686,,,,,
2001-11-01,CRUDE_OIL_commodity,commodity,,20.39,,21.45,20.35,21.18,82000.0,,,,,,,-0.0380128,,,,,,,,,,,,,,,,,,,0.020216458,,,,,
2001-11-02,CRUDE_OIL_commodity,commodity,,20.18,,20.25,19.69,20.2,11566.0,,,,,,,-0.010352525,,,,,,,,,,,,,,,,,,,0.019374885,,,,,
2001-11-05,CRUDE_OIL_commodity,commodity,,20.02,,20.45,19.76,20.34,54896.0,,,,,,,-0.007960233,,,,,,,,,,,,,,,,,,,0.018291982,,,,,
2001-11-06,CRUDE_OIL_commodity,commodity,,19.92,,20.07,19.56,19.81,63123.0,,,,,,,-0.005007541,,,,,,,,,,,,,,,,,,,0.018256722,,,,,
2001-11-07,CRUDE_OIL_commodity,commodity,,20.09,,20.35,19.9,20.1,61742.0,,,,,,,0.00849793,,,,,,,,,,,,,,,,,,,0.018419504,,,,,
2001-11-08,CRUDE_OIL_commodity,commodity,,21.17,,21.29,20.55,20.68,88967.0,,,,,,,0.052362904,,,,,,,,,,,,,,,,,,,0.022105599,,,,,
