Date,Ticker,AssetClass,Adjusted_close,Close,Country,High,Low,Open,Volume,amihud_illiquidity,de_slope_proxy,global_yc_level,high_low_spread_22d,is_tradable,jp_slope_proxy,log_return_1d,log_return_1d_raw,log_return_20d,log_return_20d_raw,log_return_5d,log_return_5d_raw,mom_12m,mom_3m,mom_6m,price_to_52w_high,rolling_median_dollar_vol,rolling_median_price,rolling_zero_vol_frac,spread_us_de_slope,spread_us_jp_slope,spread_us_uk_slope,target_fwd,uk_slope_proxy,vol_10d,vol_22d,vol_60d,volume_ratio,yc_level,yc_slope,yc_slope_zscore
2000-09-21,CRUDE_OIL_commodity,commodity,,33.95,,35.5,33.35,34.65,110851.0,,,,,,,-0.099452056,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-22,CRUDE_OIL_commodity,commodity,,32.65,,34.4,32.5,34.0,85083.0,,,,,,,-0.039043974,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-25,CRUDE_OIL_commodity,commodity,,31.57,,32.1,31.05,31.4,104683.0,,,,,,,-0.03363761,,,,,,,,,,,,,,,,,,,0.034111515,,,,,
2000-09-26,CRUDE_OIL_commodity,commodity,,31.5,,32.05,31.4,32.0,67727.0,,,,,,,-0.002219747,,,,,,,,,,,,,,,,,,,0.034,,,,,
2000-09-27,CRUDE_OIL_commodity,commodity,,31.5,,32.25,31.4,31.95,86160.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.033868898,,,,,
2000-09-28,CRUDE_OIL_commodity,commodity,,30.3,,32.42,30.25,31.1,77513.0,,,,,,,-0.038839858,,,,,,,,,,,,,,,,,,,0.03427605,,,,,
2000-09-29,CRUDE_OIL_commodity,commodity,,30.86,,30.95,30.15,30.7,57628.0,,,,,,,0.018313179,,,,,,,,,,,,,,,,,,,0.03459413,,,,,
2000-10-02,CRUDE_OIL_commodity,commodity,,32.15,,32.35,31.35,31.45,59618.0,,,,,,,0.040951632,,,,,,,,,,,,,,,,,,,0.03550676,,,,,
2000-10-03,CRUDE_OIL_commodity,commodity,,32.07,,32.32,31.69,32.0,48238.0,,,,,,,-0.002491494,,,,,,,,,,,,,,,,,,,0.0354702,,,,,
2000-10-04,CRUDE_OIL_commodity,commodity,,31.5,,31.9,31.3,31.6,58088.0,,,,,,,-0.017933458,,,,,,,,,,,,,,,,,,,0.035566278,,,,,
2000-10-05,CRUDE_OIL_commodity,commodity,,30.65,,30.95,30.17,30.85,97911.0,,,,,,,-0.027354896,,,,,,,,,,,,,,,,,,,0.035772987,,,,,
2000-10-06,CRUDE_OIL_commodity,commodity,,30.85,,30.96,30.55,30.75,46276.0,,,,,,,0.006504113,,,,,,,,,,,,,,,,,,,0.03486299,,,,,
2000-10-09,CRUDE_OIL_commodity,commodity,,31.88,,31.92,31.23,31.55,51647.0,,,,,,,0.032842066,,,,,,,,,,,,,,,,,,,0.035666093,,,,,
2000-10-10,CRUDE_OIL_commodity,commodity,,33.15,,33.25,32.23,32.25,78801.0,,,,,,,0.039063934,,,,,,,,,,,,,,,,,,,0.035507187,,,,,
2000-10-11,CRUDE_OIL_commodity,commodity,,33.15,,33.7,32.96,33.6,78565.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.034283843,,,,,
2000-10-12,CRUDE_OIL_commodity,commodity,,36.1,,37.0,34.8,35.0,116368.0,,,,,,,0.08525006,,,,,,,,,,,,,,,,,,,0.038601443,,,,,
2000-10-13,CRUDE_OIL_commodity,commodity,,35.05,,35.96,34.9,35.93,0.0,,,,,,,-0.029517232,,,,,,,,,,,,,,,,,,,0.039095294,,,,,
2000-10-16,CRUDE_OIL_commodity,commodity,,33.1,,34.8,32.7,34.4,60396.0,,,,,,,-0.057242356,,,,,,,,,,,,,,,,,,,0.041008454,,,,,
2000-10-17,CRUDE_OIL_commodity,commodity,,32.95,,33.5,32.4,32.7,77365.0,,,,,,,-0.004541952,,,,,,,,,,,,,,,,,,,0.03936908,,,,,
2000-10-18,CRUDE_OIL_commodity,commodity,,33.55,,33.85,33.1,33.55,53355.0,,,,,,,0.018045556,,,,,,,,,,,,,,,,,,,0.039028723,,,,,
2000-10-19,CRUDE_OIL_commodity,commodity,,32.95,,34.3,32.7,33.85,55415.0,,,,,,,-0.018045556,,,,,,,,,,,,,,,,,,,0.039119843,,,,,
2000-10-20,CRUDE_OIL_commodity,commodity,,34.3,,34.35,32.85,33.3,75683.0,,,,,,,0.040154047,,,,,,,,,,,,,,,,,,,0.039721448,,,,,
2000-10-23,CRUDE_OIL_commodity,commodity,,33.73,,33.8,32.6,33.0,47952.0,,,,,,,-0.016757697,,,,,,,,,,,,,,,,,,,0.033724006,,,,,
2000-10-24,CRUDE_OIL_commodity,commodity,,33.37,,34.1,33.3,33.75,69791.0,,,,,,,-0.010730375,,,,,,,,,,,,,,,,,,,0.03269956,,,,,
2000-10-25,CRUDE_OIL_commodity,commodity,,32.96,,33.52,32.85,33.5,60419.0,,,,,,,-0.012362584,,,,,,,,,,,,,,,,,,,0.031932272,,,,,
2000-10-26,CRUDE_OIL_commodity,commodity,,33.75,,33.82,32.95,33.65,68127.0,,,,,,,0.02368574,,,,,,,,,,,,,,,,,,,0.032246947,,,,,
2000-10-27,CRUDE_OIL_commodity,commodity,,32.7,,33.69,32.65,33.68,68531.0,,,,,,,-0.031605314,,,,,,,,,,,,,,,,,,,0.033086397,,,,,
2000-10-30,CRUDE_OIL_commodity,commodity,,32.81,,33.43,32.65,32.75,54388.0,,,,,,,0.0033582875,,,,,,,,,,,,,,,,,,,0.03182338,,,,,
2000-10-31,CRUDE_OIL_commodity,commodity,,32.69,,32.88,32.1,32.73,63007.0,,,,,,,-0.0036642102,,,,,,,,,,,,,,,,,,,0.031684745,,,,,
2000-11-01,CRUDE_OIL_commodity,commodity,,33.2,,33.75,32.82,33.15,71542.0,,,,,,,0.01548072,,,,,,,,,,,,,,,,,,,0.030666336,,,,,
2000-11-02,CRUDE_OIL_commodity,commodity,,32.54,,33.6,32.2,32.75,66821.0,,,,,,,-0.02007977,,,,,,,,,,,,,,,,,,,0.031001706,,,,,
2000-11-03,CRUDE_OIL_commodity,commodity,,32.6,,32.9,32.32,32.6,54514.0,,,,,,,0.0018421117,,,,,,,,,,,,,,,,,,,0.030722314,,,,,
2000-11-06,CRUDE_OIL_commodity,commodity,,32.86,,32.98,32.1,32.4,63791.0,,,,,,,0.00794389,,,,,,,,,,,,,,,,,,,0.030054795,,,,,
2000-11-07,CRUDE_OIL_commodity,commodity,,33.4,,33.55,32.98,33.05,58379.0,,,,,,,0.016299814,,,,,,,,,,,,,,,,,,,0.030178929,,,,,
2000-11-08,CRUDE_OIL_commodity,commodity,,33.29,,33.5,32.8,33.2,62043.0,,,,,,,-0.0032988666,,,,,,,,,,,,,,,,,,,0.029487662,,,,,
2000-11-09,CRUDE_OIL_commodity,commodity,,33.95,,34.0,33.3,33.5,64155.0,,,,,,,0.019631797,,,,,,,,,,,,,,,,,,,0.028601259,,,,,
2000-11-10,CRUDE_OIL_commodity,commodity,,34.09,,34.15,33.6,33.7,63519.0,,,,,,,0.004115214,,,,,,,,,,,,,,,,,,,0.02860729,,,,,
2000-11-13,CRUDE_OIL_commodity,commodity,,34.43,,34.55,34.1,34.15,66342.0,,,,,,,0.009924196,,,,,,,,,,,,,,,,,,,0.021767603,,,,,
2000-11-14,CRUDE_OIL_commodity,commodity,,34.85,,34.98,33.92,34.37,78811.0,,,,,,,0.012124808,,,,,,,,,,,,,,,,,,,0.021074276,,,,,
2000-11-15,CRUDE_OIL_commodity,commodity,,35.6,,35.65,34.63,35.4,80892.0,,,,,,,0.021292502,,,,,,,,,,,,,,,,,,,0.017270695,,,,,
2000-11-16,CRUDE_OIL_commodity,commodity,,35.05,,35.55,34.95,35.25,51772.0,,,,,,,-0.015570004,,,,,,,,,,,,,,,,,,,0.01766498,,,,,
2000-11-17,CRUDE_OIL_commodity,commodity,,35.6,,35.85,34.6,34.7,79730.0,,,,,,,0.015570004,,,,,,,,,,,,,,,,,,,0.017570931,,,,,
2000-11-20,CRUDE_OIL_commodity,commodity,,35.22,,35.85,35.0,35.5,68250.0,,,,,,,-0.010731458,,,,,,,,,,,,,,,,,,,0.017225597,,,,,
2000-11-21,CRUDE_OIL_commodity,commodity,,35.15,,35.7,35.0,35.4,0.0,,,,,,,-0.0019894761,,,,,,,,,,,,,,,,,,,0.015114283,,,,,
2000-11-22,CRUDE_OIL_commodity,commodity,,35.4,,35.64,34.67,34.9,45768.0,,,,,,,0.0070872013,,,,,,,,,,,,,,,,,,,0.014618598,,,,,
2000-11-27,CRUDE_OIL_commodity,commodity,,35.38,,35.76,35.06,35.25,50390.0,,,,,,,-0.00056514435,,,,,,,,,,,,,,,,,,,0.014348712,,,,,
2000-11-28,CRUDE_OIL_commodity,commodity,,34.25,,35.1,34.15,34.98,70027.0,,,,,,,-0.032460153,,,,,,,,,,,,,,,,,,,0.015905866,,,,,
2000-11-29,CRUDE_OIL_commodity,commodity,,34.63,,34.9,33.83,34.25,82486.0,,,,,,,0.011033825,,,,,,,,,,,,,,,,,,,0.015291673,,,,,
2000-11-30,CRUDE_OIL_commodity,commodity,,33.8,,35.1,33.7,34.95,79900.0,,,,,,,-0.02425961,,,,,,,,,,,,,,,,,,,0.014606801,,,,,
2000-12-01,CRUDE_OIL_commodity,commodity,,32.05,,34.05,31.8,33.9,96057.0,,,,,,,-0.05316362,,,,,,,,,,,,,,,,,,,0.018670596,,,,,
2000-12-04,CRUDE_OIL_commodity,commodity,,31.3,,33.11,30.9,32.38,92267.0,,,,,,,-0.023679087,,,,,,,,,,,,,,,,,,,0.019280925,,,,,
2000-12-05,CRUDE_OIL_commodity,commodity,,29.55,,31.42,29.45,31.25,103335.0,,,,,,,-0.057534356,,,,,,,,,,,,,,,,,,,0.022196783,,,,,
2000-12-06,CRUDE_OIL_commodity,commodity,,29.85,,30.1,28.2,30.0,96057.0,,,,,,,0.010101135,,,,,,,,,,,,,,,,,,,0.022172078,,,,,
2000-12-07,CRUDE_OIL_commodity,commodity,,29.36,,30.2,29.0,30.05,39650.0,,,,,,,-0.016551629,,,,,,,,,,,,,,,,,,,0.022290854,,,,,
2000-12-08,CRUDE_OIL_commodity,commodity,,28.5,,29.25,27.85,28.8,80715.0,,,,,,,-0.029729137,,,,,,,,,,,,,,,,,,,0.022711674,,,,,
2000-12-11,CRUDE_OIL_commodity,commodity,,29.45,,29.55,28.75,29.0,77299.0,,,,,,,0.03278985,,,,,,,,,,,,,,,,,,,0.023747433,,,,,
2000-12-12,CRUDE_OIL_commodity,commodity,,29.69,,29.8,28.9,29.6,60269.0,,,,,,,0.008116371,,,,,,,,,,,,,,,,,,,0.023926908,,,,,
2000-12-13,CRUDE_OIL_commodity,commodity,,28.5,,30.0,28.5,29.75,71405.0,,,,,,,-0.04090622,,,,,,,,,,,,,,,,,,,0.024411073,,,,,
2000-12-14,CRUDE_OIL_commodity,commodity,,27.9,,29.13,27.51,28.85,70754.0,,,,,,,-0.021277413,,,,,,,,,,,,,,,,,,,0.024413556,,,,,
2000-12-15,CRUDE_OIL_commodity,commodity,,28.85,,28.95,28.0,28.35,53224.0,,,,,,,0.03348333,,,,,,,,,,,,,,,,,,,0.025767298,,,,,
2000-12-18,CRUDE_OIL_commodity,commodity,,29.65,,29.9,29.13,29.55,50760.0,,,,,,,0.027352106,,,,,,,,,,,,,,,,,,,0.026527958,,,,,
2000-12-19,CRUDE_OIL_commodity,commodity,,28.8,,29.75,28.5,29.4,66348.0,,,,,,,-0.029086752,,,,,,,,,,,,,,,,,,,0.026109302,,,,,
2000-12-20,CRUDE_OIL_commodity,commodity,,25.67,,27.45,25.5,27.16,64487.0,,,,,,,-0.115052365,,,,,,,,,,,,,,,,,,,0.034464166,,,,,
2000-12-21,CRUDE_OIL_commodity,commodity,,26.05,,26.4,25.65,26.4,52292.0,,,,,,,0.014694741,,,,,,,,,,,,,,,,,,,0.0344287,,,,,
2000-12-22,CRUDE_OIL_commodity,commodity,,26.18,,27.25,26.05,26.15,41154.0,,,,,,,0.0049780332,,,,,,,,,,,,,,,,,,,0.034666087,,,,,
2000-12-26,CRUDE_OIL_commodity,commodity,,26.65,,26.9,26.2,26.2,24449.0,,,,,,,0.017793365,,,,,,,,,,,,,,,,,,,0.0352304,,,,,
2000-12-27,CRUDE_OIL_commodity,commodity,,26.45,,27.02,26.4,26.9,34003.0,,,,,,,-0.007532949,,,,,,,,,,,,,,,,,,,0.03497867,,,,,
2000-12-28,CRUDE_OIL_commodity,commodity,,25.85,,26.48,25.75,26.35,34439.0,,,,,,,-0.022945572,,,,,,,,,,,,,,,,,,,0.03491764,,,,,
2000-12-29,CRUDE_OIL_commodity,commodity,,26.8,,26.95,25.9,25.9,35529.0,,,,,,,0.036091242,,,,,,,,,,,,,,,,,,,0.036249924,,,,,
2001-01-02,CRUDE_OIL_commodity,commodity,,27.2,,27.4,26.6,27.25,52321.0,,,,,,,0.014815142,,,,,,,,,,,,,,,,,,,0.036368884,,,,,
2001-01-03,CRUDE_OIL_commodity,commodity,,27.95,,28.14,27.05,27.23,66628.0,,,,,,,0.027200226,,,,,,,,,,,,,,,,,,,0.03712101,,,,,
2001-01-04,CRUDE_OIL_commodity,commodity,,28.2,,28.78,27.85,28.2,74383.0,,,,,,,0.008904778,,,,,,,,,,,,,,,,,,,0.035914917,,,,,
2001-01-05,CRUDE_OIL_commodity,commodity,,28.0,,28.8,27.8,28.15,63852.0,,,,,,,-0.007117495,,,,,,,,,,,,,,,,,,,0.03569559,,,,,
2001-01-08,CRUDE_OIL_commodity,commodity,,27.35,,28.4,27.15,28.2,76058.0,,,,,,,-0.023487967,,,,,,,,,,,,,,,,,,,0.03401072,,,,,
2001-01-09,CRUDE_OIL_commodity,commodity,,27.72,,27.75,26.9,27.25,69916.0,,,,,,,0.013437606,,,,,,,,,,,,,,,,,,,0.034081697,,,,,
2001-01-10,CRUDE_OIL_commodity,commodity,,29.5,,29.6,27.7,27.75,93000.0,,,,,,,0.062236115,,,,,,,,,,,,,,,,,,,0.036671173,,,,,
2001-01-11,CRUDE_OIL_commodity,commodity,,29.5,,29.9,28.98,29.35,67374.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.03605777,,,,,
2001-01-12,CRUDE_OIL_commodity,commodity,,30.05,,30.2,29.37,29.5,47023.0,,,,,,,0.018472372,,,,,,,,,,,,,,,,,,,0.035593633,,,,,
2001-01-16,CRUDE_OIL_commodity,commodity,,30.35,,30.45,29.85,30.1,66392.0,,,,,,,0.0099338945,,,,,,,,,,,,,,,,,,,0.035613243,,,,,
2001-01-17,CRUDE_OIL_commodity,commodity,,29.65,,30.2,29.0,29.8,75568.0,,,,,,,-0.023334417,,,,,,,,,,,,,,,,,,,0.03481679,,,,,
2001-01-18,CRUDE_OIL_commodity,commodity,,30.45,,30.51,29.3,29.85,44842.0,,,,,,,0.026623907,,,,,,,,,,,,,,,,,,,0.0348028,,,,,
2001-01-19,CRUDE_OIL_commodity,commodity,,32.1,,32.4,30.2,30.25,42815.0,,,,,,,0.052769963,,,,,,,,,,,,,,,,,,,0.035809826,,,,,
2001-01-22,CRUDE_OIL_commodity,commodity,,32.0,,32.7,31.75,31.95,92401.0,,,,,,,-0.0031200799,,,,,,,,,,,,,,,,,,,0.035485953,,,,,
2001-01-23,CRUDE_OIL_commodity,commodity,,29.57,,29.68,29.0,29.6,73113.0,,,,,,,-0.07897558,,,,,,,,,,,,,,,,,,,0.039077584,,,,,
2001-01-24,CRUDE_OIL_commodity,commodity,,29.05,,29.82,28.64,28.9,91773.0,,,,,,,-0.017741866,,,,,,,,,,,,,,,,,,,0.029666482,,,,,
2001-01-25,CRUDE_OIL_commodity,commodity,,29.36,,29.53,28.8,29.0,61551.0,,,,,,,0.010614768,,,,,,,,,,,,,,,,,,,0.029619783,,,,,
2001-01-26,CRUDE_OIL_commodity,commodity,,29.78,,29.99,29.32,29.42,53751.0,,,,,,,0.014203826,,,,,,,,,,,,,,,,,,,0.029678227,,,,,
2001-01-29,CRUDE_OIL_commodity,commodity,,29.06,,30.15,28.86,30.15,64714.0,,,,,,,-0.02447441,,,,,,,,,,,,,,,,,,,0.030231645,,,,,
2001-01-30,CRUDE_OIL_commodity,commodity,,29.06,,29.34,28.68,29.08,55220.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.030138087,,,,,
2001-01-31,CRUDE_OIL_commodity,commodity,,28.7,,29.15,28.25,29.0,85659.0,,,,,,,-0.01246549,,,,,,,,,,,,,,,,,,,0.029767854,,,,,
2001-02-01,CRUDE_OIL_commodity,commodity,,29.8,,29.87,28.53,28.95,77052.0,,,,,,,0.03761122,,,,,,,,,,,,,,,,,,,0.029845713,,,,,
2001-02-02,CRUDE_OIL_commodity,commodity,,31.25,,31.3,29.65,29.73,79001.0,,,,,,,0.047511008,,,,,,,,,,,,,,,,,,,0.03115241,,,,,
2001-02-05,CRUDE_OIL_commodity,commodity,,30.5,,31.05,30.2,31.05,67618.0,,,,,,,-0.024292693,,,,,,,,,,,,,,,,,,,0.031441133,,,,,
2001-02-06,CRUDE_OIL_commodity,commodity,,30.35,,30.9,30.16,30.65,57981.0,,,,,,,-0.0049301535,,,,,,,,,,,,,,,,,,,0.031476043,,,,,
2001-02-07,CRUDE_OIL_commodity,commodity,,31.2,,31.35,30.0,30.5,85694.0,,,,,,,0.02762159,,,,,,,,,,,,,,,,,,,0.0317962,,,,,
2001-02-08,CRUDE_OIL_commodity,commodity,,31.56,,31.88,31.12,31.2,68125.0,,,,,,,0.01147236,,,,,,,,,,,,,,,,,,,0.031176466,,,,,
2001-02-09,CRUDE_OIL_commodity,commodity,,31.05,,31.4,30.85,31.3,55244.0,,,,,,,-0.016291695,,,,,,,,,,,,,,,,,,,0.031504378,,,,,
2001-02-12,CRUDE_OIL_commodity,commodity,,30.55,,31.05,30.4,30.7,69227.0,,,,,,,-0.016234124,,,,,,,,,,,,,,,,,,,0.029083328,,,,,
2001-02-13,CRUDE_OIL_commodity,commodity,,30.34,,30.4,29.72,30.3,85072.0,,,,,,,-0.006897682,,,,,,,,,,,,,,,,,,,0.02913841,,,,,
2001-02-14,CRUDE_OIL_commodity,commodity,,29.75,,30.88,29.65,30.33,89483.0,,,,,,,-0.019637847,,,,,,,,,,,,,,,,,,,0.029200178,,,,,
2001-02-15,CRUDE_OIL_commodity,commodity,,28.8,,29.4,28.55,29.3,73627.0,,,,,,,-0.03245377,,,,,,,,,,,,,,,,,,,0.02987266,,,,,
2001-02-16,CRUDE_OIL_commodity,commodity,,29.16,,29.25,29.1,29.2,0.0,,,,,,,0.012422541,,,,,,,,,,,,,,,,,,,0.029650344,,,,,
2001-02-20,CRUDE_OIL_commodity,commodity,,28.58,,29.53,28.4,29.5,72068.0,,,,,,,-0.020090733,,,,,,,,,,,,,,,,,,,0.0292663,,,,,
2001-02-21,CRUDE_OIL_commodity,commodity,,28.55,,29.0,28.3,28.9,55059.0,,,,,,,-0.0010502605,,,,,,,,,,,,,,,,,,,0.026512815,,,,,
2001-02-22,CRUDE_OIL_commodity,commodity,,28.82,,29.2,28.35,28.85,86691.0,,,,,,,0.0094126705,,,,,,,,,,,,,,,,,,,0.026696503,,,,,
2001-02-23,CRUDE_OIL_commodity,commodity,,29.0,,29.02,29.0,29.0,61454.0,,,,,,,0.00622625,,,,,,,,,,,,,,,,,,,0.020986537,,,,,
2001-02-26,CRUDE_OIL_commodity,commodity,,28.44,,28.94,28.4,28.76,62142.0,,,,,,,-0.019499207,,,,,,,,,,,,,,,,,,,0.02105698,,,,,
2001-02-27,CRUDE_OIL_commodity,commodity,,28.12,,28.35,27.71,28.0,95832.0,,,,,,,-0.011315527,,,,,,,,,,,,,,,,,,,0.021001726,,,,,
2001-02-28,CRUDE_OIL_commodity,commodity,,27.42,,28.2,27.34,28.15,82364.0,,,,,,,-0.02520842,,,,,,,,,,,,,,,,,,,0.021236785,,,,,
2001-03-01,CRUDE_OIL_commodity,commodity,,27.65,,27.89,27.15,27.45,62801.0,,,,,,,0.008353037,,,,,,,,,,,,,,,,,,,0.020861462,,,,,
2001-03-02,CRUDE_OIL_commodity,commodity,,27.84,,28.2,27.6,27.69,61545.0,,,,,,,0.0068481266,,,,,,,,,,,,,,,,,,,0.020947713,,,,,
2001-03-05,CRUDE_OIL_commodity,commodity,,28.6,,28.83,28.21,28.25,49216.0,,,,,,,0.02693289,,,,,,,,,,,,,,,,,,,0.021677276,,,,,
2001-03-06,CRUDE_OIL_commodity,commodity,,28.3,,28.7,28.2,28.35,50980.0,,,,,,,-0.010544954,,,,,,,,,,,,,,,,,,,0.020052185,,,,,
2001-03-07,CRUDE_OIL_commodity,commodity,,28.95,,29.15,28.15,28.5,86394.0,,,,,,,0.022708453,,,,,,,,,,,,,,,,,,,0.017671416,,,,,
2001-03-08,CRUDE_OIL_commodity,commodity,,28.49,,29.15,28.3,28.95,80771.0,,,,,,,-0.01601709,,,,,,,,,,,,,,,,,,,0.017291164,,,,,
2001-03-09,CRUDE_OIL_commodity,commodity,,27.8,,28.48,27.8,28.25,57964.0,,,,,,,-0.024517147,,,,,,,,,,,,,,,,,,,0.01788405,,,,,
2001-03-12,CRUDE_OIL_commodity,commodity,,28.0,,28.24,27.65,27.8,54249.0,,,,,,,0.007168517,,,,,,,,,,,,,,,,,,,0.016651705,,,,,
2001-03-13,CRUDE_OIL_commodity,commodity,,27.45,,27.9,27.45,27.8,0.0,,,,,,,-0.019838315,,,,,,,,,,,,,,,,,,,0.016521595,,,,,
2001-03-14,CRUDE_OIL_commodity,commodity,,26.45,,27.75,26.2,27.65,84086.0,,,,,,,-0.03711001,,,,,,,,,,,,,,,,,,,0.017674569,,,,,
2001-03-15,CRUDE_OIL_commodity,commodity,,26.65,,26.66,26.1,26.6,69457.0,,,,,,,0.007532949,,,,,,,,,,,,,,,,,,,0.017827433,,,,,
2001-03-16,CRUDE_OIL_commodity,commodity,,26.7,,27.75,26.6,26.95,54833.0,,,,,,,0.0018744577,,,,,,,,,,,,,,,,,,,0.017909184,,,,,
2001-03-19,CRUDE_OIL_commodity,commodity,,26.18,,26.94,26.05,26.5,39585.0,,,,,,,-0.019667821,,,,,,,,,,,,,,,,,,,0.017910287,,,,,
2001-03-20,CRUDE_OIL_commodity,commodity,,25.9,,26.49,25.7,26.25,100723.0,,,,,,,-0.010752819,,,,,,,,,,,,,,,,,,,0.016944598,,,,,
2001-03-21,CRUDE_OIL_commodity,commodity,,26.8,,26.85,25.92,26.18,80284.0,,,,,,,0.034158904,,,,,,,,,,,,,,,,,,,0.018555276,,,,,
2001-03-22,CRUDE_OIL_commodity,commodity,,26.52,,27.19,26.42,26.79,74305.0,,,,,,,-0.0105026765,,,,,,,,,,,,,,,,,,,0.018265655,,,,,
2001-03-23,CRUDE_OIL_commodity,commodity,,27.3,,27.45,26.48,26.7,69876.0,,,,,,,0.028987492,,,,,,,,,,,,,,,,,,,0.01952868,,,,,
2001-03-26,CRUDE_OIL_commodity,commodity,,27.46,,27.66,27.11,27.4,52637.0,,,,,,,0.005843693,,,,,,,,,,,,,,,,,,,0.019443693,,,,,
2001-03-27,CRUDE_OIL_commodity,commodity,,27.75,,28.04,27.38,27.58,75766.0,,,,,,,0.010505473,,,,,,,,,,,,,,,,,,,0.019553069,,,,,
2001-03-28,CRUDE_OIL_commodity,commodity,,26.25,,27.78,26.25,27.45,105169.0,,,,,,,-0.05556985,,,,,,,,,,,,,,,,,,,0.022395728,,,,,
2001-03-29,CRUDE_OIL_commodity,commodity,,26.35,,26.78,25.75,26.35,86983.0,,,,,,,0.0038023004,,,,,,,,,,,,,,,,,,,0.022381006,,,,,
2001-03-30,CRUDE_OIL_commodity,commodity,,26.4,,26.64,25.96,26.45,63947.0,,,,,,,0.0018957063,,,,,,,,,,,,,,,,,,,0.021837087,,,,,
